1.78655	-16.6429
0.465578	-2.55134
3.13193	-0.616078
-1.01692	-2.27125
3.55382	-6.19192
-4.92648	-4.62141
-1.16386	-4.30679
-5.97893	-5.27502
2.26539	-2.77541
4.11984	-3.85002
0.470529	-5.35392
4.52545	-5.18283
3.75378	-6.25696
2.29318	-4.45721
4.93206	-3.3528
-14.0864	-26.3758
-17.0596	-30.2358
-21.4896	-24.1954
-16.4824	-34.1399
-18.3342	-33.1357
-17.0102	-32.0453
-15.0878	-33.8072
-14.6315	-31.8309
-7.44747	-31.0694
-2.63643	-22.8494
-2.95106	-23.1909
-2.81769	-25.0002
-1.02756	-25.7318
1.10743	-25.335
1.92034	-25.9204
5.60493	-27.1254
5.25424	-25.9939
6.82978	-26.5046
6.6962	-26.2174
8.43883	-26.7725
7.14576	-27.9407
0.829373	-19.835
-1.35812	-24.979
-1.03563	-30.6248
-2.10612	-34.6876
-2.6582	-37.2258
-1.29095	-39.8784
-2.07452	-41.9373
-5.52416	-40.265
-5.17575	-39.8097
-7.41625	-37.9346
-6.52296	-38.4093
-0.854389	-25.739
-2.35138	-35.8841
-2.38471	-42.0143
-4.15549	-41.2471
-7.24591	-38.9823
-9.72953	-39.7167
-10.1556	-39.9073
-9.34568	-38.7279
-9.14699	-39.4479
-6.31296	-40.7601
0.772592	-41.6831
1.70122	-35.0816
-3.9696	-26.8055
-5.69938	-28.7458
-3.85173	-33.4039
-3.1211	-33.6998
-2.85057	-34.282
-1.86158	-33.8883
1.36625	-35.5626
0.657136	-34.2248
1.31453	-24.1553
-2.34318	-19.8275
-4.17463	-22.6091
-5.5391	-21.2165
-6.19034	-22.3081
-5.04945	-23.9891
-5.19543	-26.0764
-4.93252	-29.9325
-8.00461	-28.5748
-8.13692	-27.4508
-11.1687	-17.9807
-10.8944	-16.9321
-6.78297	-18.6611
-6.06998	-26.0982
-7.70853	-26.0292
-8.71747	-28.7827
-8.84544	-29.4173
-11.4338	-29.2839
-10.758	-30.9039
-8.31752	-35.1429
-6.17724	-36.6306
-4.17177	-33.4354
-2.72424	-31.6727
-7.88102	-28.7795
-8.76786	-22.3242
-7.74402	-23.3625
-12.1184	-20.5587
-12.9097	-15.7527
-7.13467	-15.0814
0.148831	-14.7113
0.419447	-5.50783
-7.66083	-10.0818
-16.4878	-6.55405
-6.72319	-5.46099
4.35663	-9.09564
-2.34709	-11.551
-0.593872	-16.4594
1.92362	-13.1039
0.170076	-28.4121
-0.0296612	-28.0105
-0.422114	-24.8265
-5.40435	-24.7153
-7.03847	-23.6378
-3.13681	-26.0976
0.294206	-29.9214
-1.14605	-28.4832
-4.54499	-22.2486
-3.46088	-17.1423
0.989369	-17.9281
8.3607	-8.38156
-0.0859558	-4.40121
-3.77661	-8.97728
-14.5297	-14.1315
-14.3866	-5.096
-13.9472	-3.45133
-11.0369	-3.46594
-19.5146	0.728388
-14.113	-8.75735
-13.9484	-15.3336
-2.91035	-12.3177
-4.62547	-23.4037
2.7804	-14.088
3.45911	-10.1419
4.91686	-10.6429
4.89737	-5.49859
5.7782	-3.99755
3.20331	-0.808396
10.2476	-1.16611
8.08888	4.46963
3.90944	-2.05418
-1.32159	-12.1001
2.13189	-21.3071
-0.802461	-30.1111
5.46564	-24.6954
5.02191	-11.7423
-2.14055	-11.6373
-8.49717	-24.3999
-5.41536	-30.74
-9.41992	-29.409
-8.56825	-30.4203
-7.55977	-31.1835
-5.11004	-30.9082
-6.06113	-29.7237
-10.695	-24.5813
-12.4633	-19.253
-13.1337	-13.7993
-13.7929	-8.90669
-10.7335	-5.5486
-14.2907	-1.17266
-16.2019	2.0203
-17.4096	0.134399
-18.5438	-1.29022
-21.8821	-3.85836
-13.9092	-1.50576
-2.10616	-7.36239
-2.15603	-6.71682
-5.83167	-11.7306
0.744043	-7.88676
4.69878	-8.41678
3.34486	-0.278509
4.17996	0.777155
1.80775	-10.7248
3.80928	-13.2415
2.21888	-12.1
3.80497	-17.4101
11.7963	-12.6465
7.74555	-18.2222
0.0690139	-29.9547
-11.9985	-26.7173
-12.1204	-20.0236
-10.1101	-16.5748
-9.77054	-9.67699
-5.27449	-0.243219
-14.0742	-5.81311
-8.88321	-3.99497
-12.9351	3.37233
-8.43875	-1.8449
-1.49933	-0.360571
-6.80908	-3.21282
-6.5298	2.22765
-6.83958	4.77238
